component,var_name_final,loading
pc_all_4,focus_gdp_year_2,-0.08865043258702059
pc_all_4,focus_gdp_year_3,-0.010933350672707712
pc_all_4,focus_gdp_year_4,0.006961818988587916
pc_all_4,focus_ipca_current_month,0.008587128038175724
pc_all_4,focus_ipca_next_12_average,0.003661460220436629
pc_all_4,focus_ipca_next_12_median,0.0020826609234419306
pc_all_4,focus_ipca_year_0,0.040271724573201044
pc_all_4,focus_ipca_year_1,0.11128246430394728
pc_all_4,focus_ipca_year_2,-0.021083084644694324
pc_all_4,focus_ipca_year_3,0.041983427249127486
pc_all_4,focus_ipca_year_4,0.006481764741586298
pc_all_4,focus_net_debt_year_0,-0.13532953242706605
pc_all_4,focus_net_debt_year_1,-0.1528222304914242
pc_all_4,focus_net_debt_year_2,-0.15490746259858004
pc_all_4,focus_net_debt_year_3,-0.1590811055331894
pc_all_4,focus_net_debt_year_4,-0.154237725658999
pc_all_4,focus_nominal_year_0,0.2757723083206198
pc_all_4,focus_nominal_year_1,0.050356298859918554
pc_all_4,focus_nominal_year_2,0.03543187742146689
pc_all_4,focus_nominal_year_3,0.1544800764116776
pc_all_4,focus_nominal_year_4,0.11089279451849414
pc_all_4,focus_primary_year_0,0.26496638384333143
pc_all_4,focus_primary_year_1,0.20075422941588256
pc_all_4,focus_primary_year_2,0.1411652983559433
pc_all_4,focus_primary_year_3,0.0926551110897293
pc_all_4,focus_primary_year_4,0.11646486964871558
pc_all_4,focus_selic_year_0,0.013115273664359151
pc_all_4,focus_selic_year_1,0.16135903087046757
pc_all_4,focus_selic_year_2,0.12525929202878017
pc_all_4,focus_selic_year_3,-0.006372249940108038
pc_all_4,focus_selic_year_4,-0.04143130892163639
pc_all_4,focus_trade_b_year_0,0.16701413576081658
pc_all_4,focus_trade_b_year_1,0.11128690475845278
pc_all_4,focus_trade_b_year_2,0.1117543653999561
pc_all_4,focus_trade_b_year_3,0.0958611976650573
pc_all_4,focus_trade_b_year_4,0.04353271455125067
pc_all_5,bbg_1_month_risk_reversal_option,0.022218847487966795
pc_all_5,bbg_anfavea_bz,-0.04678284121213392
pc_all_5,bbg_bbg_asia_fc,-0.1660831926138258
pc_all_5,bbg_bbg_surprise_growth_us,0.20608954407284386
pc_all_5,bbg_bbg_surprise_inf_bz,0.27812265509002515
pc_all_5,bbg_bbg_surprise_inf_us,0.005751308572226341
pc_all_5,bbg_bbg_surprise_us,0.08594139747313174
pc_all_5,bbg_bbg_us_fc,-0.03743317389806343
pc_all_5,bbg_bz_cds_10y,0.21941316224877708
pc_all_5,bbg_bz_cds_5y,0.23210815322743988
pc_all_5,bbg_citi_em_asia_fc,0.0435357419774961
pc_all_5,bbg_citi_surprise_em,0.025003162814553892
pc_all_5,bbg_citi_surprise_eur,0.047955125800278164
pc_all_5,bbg_citi_surprise_g10,0.09703279851718777
pc_all_5,bbg_citi_surprise_global,0.08069496128023756
pc_all_5,bbg_citi_surprise_latam,0.057191265250219586
pc_all_5,bbg_citi_surprise_us,0.08595512357991655
pc_all_5,bbg_comm,-0.07192619032065187
pc_all_5,bbg_energy_future,-0.025074465406721307
pc_all_5,bbg_fed_funds,0.02566883553282252
pc_all_5,bbg_ibov,-0.08946574034172021
pc_all_5,bbg_us_5y_breakeven_inflation,-0.06064031101891088
pc_all_5,bbg_vix,0.1258420936160467
pc_all_5,bbg_wheat,0.07222767598005575
pc_all_5,focus_ca_sd,0.21906416468015158
pc_all_5,focus_ca_year_0,-0.028697740470466457
pc_all_5,focus_ca_year_1,-0.0346786407057471
pc_all_5,focus_ca_year_2,5.669470329974246e-05
pc_all_5,focus_ca_year_3,-0.05604359469119678
pc_all_5,focus_ca_year_4,-0.05749991671551092
pc_all_5,focus_fdi_year_0,0.03339304314740695
pc_all_5,focus_fdi_year_1,-0.044443337978812114
pc_all_5,focus_fdi_year_2,-0.030369404545199374
pc_all_5,focus_fdi_year_3,-0.052691152228326765
pc_all_5,focus_fdi_year_4,-0.04107410222962027
pc_all_5,focus_fx_brl_year_0,0.09576728617129236
pc_all_5,focus_fx_brl_year_1,0.19628219979498315
pc_all_5,focus_fx_brl_year_2,0.23451549390993456
pc_all_5,focus_fx_brl_year_3,0.2540294063039494
pc_all_5,focus_fx_brl_year_4,0.18522115825522736
pc_all_5,focus_gdp_year_0,-0.12038781251118193
pc_all_5,focus_gdp_year_1,-0.05712173265881089
pc_all_5,focus_gdp_year_2,-0.10111357018255465
pc_all_5,focus_gdp_year_3,-0.06301531591269816
pc_all_5,focus_gdp_year_4,-0.06978881350345616
