,RealPC1_rollstd_d1
2017-05-11,0.022730608275634934
2017-05-12,0.022128078339309985
2017-05-15,0.02437920695499895
2017-05-16,0.023820505742215628
2017-05-17,0.02332453010644544
2017-05-18,0.15378568231642883
2017-05-19,0.15842493377031924
2017-05-22,0.15858003135791543
2017-05-23,0.1623843867156404
2017-05-24,0.16233537711238627
2017-05-25,0.16236581587454516
2017-05-26,0.16243688105702694
2017-05-29,0.16279012122375808
2017-05-30,0.16285185024598056
2017-05-31,0.1631722991026757
2017-06-01,0.1641352033722884
2017-06-02,0.16412347706860284
2017-06-05,0.16417734368472225
2017-06-06,0.164380038247522
2017-06-07,0.1643018487608202
2017-06-08,0.1638178117606642
2017-06-09,0.16314032863662148
2017-06-12,0.16303142010589275
2017-06-13,0.16232065708069487
2017-06-14,0.16213035944360987
2017-06-16,0.16229762468642564
2017-06-19,0.056248237524002404
2017-06-20,0.04557339629286175
2017-06-21,0.0456585706023079
2017-06-22,0.03317246216975646
2017-06-23,0.03328048991916467
2017-06-26,0.033377035454596686
2017-06-27,0.033186709302580615
2017-06-28,0.0335027094489483
2017-06-29,0.03230652928842871
2017-06-30,0.03167767416422012
2017-07-03,0.024449349655155876
2017-07-04,0.023997042429134346
2017-07-05,0.022124785842595925
2017-07-06,0.022155306893167467
2017-07-07,0.02145839530091645
2017-07-10,0.02082260805072195
2017-07-11,0.02081134214686946
2017-07-12,0.022492760178049763
2017-07-13,0.01834468143689051
2017-07-14,0.0184146937693912
2017-07-17,0.018403377575387823
2017-07-18,0.017163907632692852
2017-07-19,0.017513588301615174
2017-07-20,0.020844260097600393
2017-07-21,0.02900540635245637
2017-07-24,0.02971159992560642
2017-07-25,0.02982028058644046
2017-07-26,0.029906164556281048
2017-07-27,0.04150029624742624
2017-07-28,0.041287920170925634
2017-07-31,0.041639166220903315
2017-08-01,0.04161498650027253
2017-08-02,0.042145888590704284
2017-08-03,0.042318218060020646
2017-08-04,0.04298187535276269
2017-08-07,0.043890505769808706
2017-08-08,0.04383419881080507
2017-08-09,0.04572548403537063
2017-08-10,0.04671424545050506
2017-08-11,0.04676272293944797
2017-08-14,0.047520383766247794
2017-08-15,0.04783433031928888
2017-08-16,0.048142893614366175
2017-08-17,0.04859881704728037
2017-08-18,0.04713859595937329
2017-08-21,0.041230353219831296
2017-08-22,0.041195309246731336
2017-08-23,0.04163787595654724
2017-08-24,0.04158727725598973
2017-08-25,0.02295326056858686
2017-08-28,0.01846038879069055
2017-08-29,0.018233801700048388
2017-08-30,0.017035413878166695
2017-08-31,0.019935855947174376
2017-09-01,0.020103005064326357
2017-09-04,0.019826183642817217
2017-09-05,0.020113939925132145
2017-09-06,0.023556434820819656
2017-09-08,0.023114183432515242
2017-09-11,0.023064133683584318
2017-09-12,0.02304831460512825
2017-09-13,0.02277709854240095
2017-09-14,0.02313347724749507
2017-09-15,0.023495687990168924
2017-09-18,0.022137235254580757
2017-09-19,0.020825478002409647
2017-09-20,0.020818427740887564
2017-09-21,0.02088842156598498
2017-09-22,0.02190328731281859
2017-09-25,0.022813278250009745
2017-09-26,0.02467017876041869
2017-09-27,0.024455612948271532
2017-09-28,0.024733535081665134
2017-09-29,0.025118799354127794
2017-10-02,0.023960320735029045
2017-10-03,0.024004889287165192
2017-10-04,0.024099666089235822
2017-10-05,0.023322483840045906
2017-10-06,0.023078393470262425
2017-10-09,0.022938209589923243
2017-10-10,0.022212099943866893
2017-10-11,0.02247734588523509
2017-10-13,0.02304634945480976
2017-10-16,0.023498127349611677
2017-10-17,0.022646378852607944
2017-10-18,0.0222279347010421
2017-10-19,0.021943377205406882
2017-10-20,0.02199497645786202
2017-10-23,0.022181140375862846
2017-10-24,0.021405349834648535
2017-10-25,0.02080241590867429
2017-10-26,0.025356565742362593
2017-10-27,0.02525350642299885
2017-10-30,0.02611171836892195
2017-10-31,0.025844742558453798
2017-11-01,0.02615320419797774
2017-11-03,0.02634892396430381
2017-11-06,0.027499317247528916
2017-11-07,0.027369904339005317
2017-11-08,0.02515820999047537
2017-11-09,0.025837894609075925
2017-11-10,0.026805222818750436
2017-11-13,0.025892523094222755
2017-11-14,0.024530468767258815
2017-11-16,0.024480301207898757
2017-11-17,0.024032229979161504
2017-11-20,0.02373322559733662
2017-11-21,0.023402862345353027
2017-11-22,0.023729122094019502
2017-11-23,0.02391080916314156
2017-11-24,0.022306348296063882
2017-11-27,0.022170328432279455
2017-11-28,0.018397304368764623
2017-11-29,0.019656125129148428
2017-11-30,0.019307755598950215
2017-12-01,0.019191428686552537
2017-12-04,0.019819872737433433
2017-12-05,0.019820133456545857
2017-12-06,0.016105983750767498
2017-12-07,0.0156473285726359
2017-12-08,0.01604523694495771
2017-12-11,0.01599682019159767
2017-12-12,0.014997632395099414
2017-12-13,0.015329593402647262
2017-12-14,0.015302784153015272
2017-12-15,0.015906332372370338
2017-12-18,0.015966173271672105
2017-12-19,0.015921622375041335
2017-12-20,0.016016506730404556
2017-12-21,0.01559834762953683
2017-12-22,0.015193211006688252
2017-12-26,0.017814621924755285
2017-12-27,0.01787409330268512
2017-12-28,0.018771231739770765
2017-12-29,0.016019825435214043
2018-01-02,0.016984761143198766
2018-01-03,0.018334984198077935
2018-01-04,0.01849075665451885
2018-01-05,0.018519194105638057
2018-01-08,0.017694443014118492
2018-01-09,0.017062526636384728
2018-01-10,0.017856834833314815
2018-01-11,0.01771401781555561
2018-01-12,0.016946434365508346
2018-01-15,0.01691335577448284
2018-01-16,0.016291893842184803
2018-01-17,0.016681795363100632
2018-01-18,0.016577493032064548
2018-01-19,0.01565612870370787
2018-01-22,0.015610261970496638
2018-01-23,0.0174320954047932
2018-01-24,0.016929981743610257
2018-01-25,0.017121388485734506
2018-01-26,0.017578331181835057
2018-01-29,0.017184192849220317
2018-01-30,0.01676759696647911
2018-01-31,0.016079986363498854
2018-02-01,0.014855297741026185
2018-02-02,0.01575206746662234
2018-02-05,0.016318375086257962
2018-02-06,0.016366139960206492
2018-02-07,0.01566330027829847
2018-02-08,0.023718495430912537
2018-02-09,0.024055675866440442
2018-02-14,0.024753712464636115
2018-02-15,0.024725243991655824
2018-02-16,0.025809378775961192
2018-02-19,0.025806725597675138
2018-02-20,0.02575803417526809
2018-02-21,0.02569110789530047
2018-02-22,0.025830920062898836
2018-02-23,0.026168905998047103
2018-02-26,0.02628638537699493
2018-02-27,0.026144562550190036
2018-02-28,0.02516142706878892
2018-03-01,0.0252452871228459
2018-03-02,0.025453495132242796
2018-03-05,0.025758268976728484
2018-03-06,0.025997321009205418
2018-03-07,0.025485314995264262
2018-03-08,0.02528786152737375
2018-03-09,0.025267315747118813
2018-03-12,0.025582990604968353
2018-03-13,0.015780256315758318
2018-03-14,0.013644003660836799
2018-03-15,0.013929779763463667
2018-03-16,0.01586333388041919
2018-03-19,0.015249352955324065
2018-03-20,0.01711096270704343
2018-03-21,0.017344452530179754
2018-03-22,0.031591335124240984
2018-03-23,0.031602028045347445
2018-03-26,0.031542819124623846
2018-03-27,0.031803388021710455
2018-03-28,0.03162953674365731
2018-03-29,0.03147273698508547
2018-04-02,0.03212285324941242
2018-04-03,0.032284067127022906
2018-04-04,0.03227717545185909
2018-04-05,0.03258770293759257
2018-04-06,0.03237375587916645
2018-04-09,0.03203571578319906
2018-04-10,0.03248674882852836
2018-04-11,0.03158065412022298
2018-04-12,0.03122798223667603
2018-04-13,0.03131671151734399
2018-04-16,0.031381215911763446
2018-04-17,0.0311333186599621
2018-04-18,0.031192766893836824
2018-04-19,0.029450729705051373
2018-04-20,0.02939968789348244
2018-04-23,0.015951326775514762
2018-04-24,0.015906010831876587
2018-04-25,0.015960702216081722
2018-04-26,0.015327202864073847
2018-04-27,0.01535980815898067
2018-04-30,0.015329431919755469
2018-05-02,0.01830546885159444
2018-05-03,0.018249860402399003
2018-05-04,0.018263218037177693
2018-05-07,0.01895889508419139
2018-05-08,0.021688240130148237
2018-05-09,0.021671782921541986
2018-05-10,0.02050268988068435
2018-05-11,0.020624345310251566
2018-05-14,0.02242113078297752
2018-05-15,0.022236547767037002
2018-05-16,0.021932598052133625
2018-05-17,0.037683170168293735
2018-05-18,0.04102597744075107
2018-05-21,0.04058377706515489
2018-05-22,0.04264176148232306
2018-05-23,0.042903265236470825
2018-05-24,0.042401556078784104
2018-05-25,0.043053418437361025
2018-05-28,0.04388389103744913
2018-05-29,0.043827100046991044
2018-05-30,0.04565006435562437
2018-06-01,0.046733360672966504
2018-06-04,0.04751262207561258
2018-06-05,0.05062498087516289
2018-06-06,0.051997986269674605
2018-06-07,0.08143623050818441
2018-06-08,0.08264011221440838
2018-06-11,0.08397707419549842
2018-06-12,0.08481560694712509
2018-06-13,0.08506165290314928
2018-06-14,0.09217984679624472
2018-06-15,0.10285404884995025
2018-06-18,0.10159370772094384
2018-06-19,0.10216628544750556
2018-06-20,0.10229138086733322
2018-06-21,0.10208104609754551
2018-06-22,0.10217708297154995
2018-06-25,0.10264897433661288
2018-06-26,0.10254386241324831
2018-06-27,0.10329003990084784
2018-06-28,0.10514360594629356
2018-06-29,0.10463689573531487
2018-07-02,0.10413444919105563
2018-07-03,0.10375922971931327
2018-07-04,0.10195354659635117
2018-07-05,0.10138167350086232
2018-07-06,0.07423108400301054
2018-07-09,0.0740554530607861
2018-07-10,0.07323089709498683
2018-07-11,0.07532433581816891
2018-07-12,0.0755214648212294
2018-07-13,0.061521364306800067
2018-07-16,0.04886893939004835
2018-07-17,0.04576465446914099
2018-07-18,0.041772335110963545
2018-07-19,0.041477535747298976
2018-07-20,0.041634319992337195
2018-07-23,0.040194996900308436
2018-07-24,0.039550713639543746
2018-07-25,0.04015787050570538
2018-07-26,0.03599921569123077
2018-07-27,0.03192530108918159
2018-07-30,0.031751826089459485
2018-07-31,0.031768117179853485
2018-08-01,0.03179909885870566
2018-08-02,0.03172802654578933
2018-08-03,0.029462272088000896
2018-08-06,0.029445033538537897
2018-08-07,0.03157504047537524
2018-08-08,0.03082094128554976
2018-08-09,0.026339689657105217
2018-08-10,0.0349904762637758
2018-08-13,0.03454994177545889
2018-08-14,0.04305160368344953
2018-08-15,0.04240897916584018
2018-08-16,0.042299491066981255
2018-08-17,0.0426243153569765
2018-08-20,0.042614772009216643
2018-08-21,0.04714068194687988
2018-08-22,0.04839381584080435
2018-08-23,0.049197577949817814
2018-08-24,0.05027850520659768
2018-08-27,0.05056718130974766
2018-08-28,0.050627755633823546
2018-08-29,0.05082247383753687
2018-08-30,0.0553304587878549
2018-08-31,0.05583702736868658
2018-09-03,0.05585232921842472
2018-09-04,0.05592723279432555
2018-09-05,0.055409212848283734
2018-09-06,0.060625913294532596
2018-09-10,0.062092548956524656
2018-09-11,0.05546069265529583
2018-09-12,0.057925760591153175
2018-09-13,0.053013187417960364
2018-09-14,0.05379262941310282
2018-09-17,0.05696079046621102
2018-09-18,0.05682838584433877
2018-09-19,0.056166986615153874
2018-09-20,0.05102980694964527
2018-09-21,0.05038615137796648
2018-09-24,0.04770277709578989
2018-09-25,0.047556110482344344
2018-09-26,0.04758900898158199
2018-09-27,0.047215487450976174
2018-09-28,0.04798768302784109
2018-10-01,0.03919401936988836
2018-10-02,0.039434267838526424
2018-10-03,0.03698882671562359
2018-10-04,0.03430328579039444
2018-10-05,0.03474059391634576
2018-10-08,0.03877678848806502
2018-10-09,0.03902150097543074
2018-10-10,0.04108926055738115
2018-10-11,0.03916358734039958
2018-10-15,0.03745914564421682
2018-10-16,0.03723986928400065
2018-10-17,0.03459595822210172
2018-10-18,0.03530747394172922
2018-10-19,0.03597114103606533
2018-10-22,0.03597180588243293
2018-10-23,0.0361393493218316
2018-10-24,0.03709658253834965
2018-10-25,0.03831141821193875
2018-10-26,0.038541939618544824
2018-10-29,0.03830726181866738
2018-10-30,0.03749964387185654
2018-10-31,0.037896346135152595
2018-11-01,0.03769383782692872
2018-11-05,0.03722951736387071
2018-11-06,0.03873922932389581
2018-11-07,0.041379403597636276
2018-11-08,0.02845345461138993
2018-11-09,0.023137935184021213
2018-11-12,0.02301808614234725
2018-11-13,0.02279689085456194
2018-11-14,0.0233179856244875
2018-11-16,0.025275720978495415
2018-11-19,0.025249430633347208
2018-11-20,0.02532951844977914
2018-11-21,0.025896308211907797
2018-11-22,0.025518971656511073
2018-11-23,0.027195434664693697
2018-11-26,0.030016256508392167
2018-11-27,0.02977657112236723
2018-11-28,0.03281125360159821
2018-11-29,0.034776990795459276
2018-11-30,0.03469176392264693
2018-12-03,0.03742923490205713
2018-12-04,0.037723166401961813
2018-12-05,0.039422325564558915
2018-12-06,0.0390241373782457
2018-12-07,0.037576470582008775
2018-12-10,0.03856511768613761
2018-12-11,0.038127365563921455
2018-12-12,0.037516029153230435
2018-12-13,0.03867875006951833
2018-12-14,0.03804276457363039
2018-12-17,0.03707492159885501
2018-12-18,0.03740406566747338
2018-12-19,0.037843651933846326
2018-12-20,0.03825289918334649
2018-12-21,0.037823431688678195
2018-12-24,0.03519945322578539
2018-12-26,0.030175412405650442
2018-12-27,0.02971654344374014
2018-12-28,0.02106649718861681
2018-12-31,0.020837016815256616
2019-01-02,0.0246640431142761
2019-01-03,0.02481394884556201
2019-01-04,0.024785898060805188
2019-01-07,0.025925213786789737
2019-01-08,0.026090695826719443
2019-01-09,0.025996332207935468
2019-01-10,0.025515573423812325
2019-01-11,0.027976414508288167
2019-01-14,0.028020194338607488
2019-01-15,0.027312562808674036
2019-01-16,0.027314361125601264
2019-01-17,0.027538394860995536
2019-01-18,0.02643172077145367
2019-01-21,0.02620669681568469
2019-01-22,0.026017038532201154
2019-01-23,0.025530877578521644
2019-01-24,0.025329527357561703
2019-01-25,0.02520996536962736
2019-01-28,0.02457065168732118
2019-01-29,0.024851361592780032
2019-01-30,0.029068082381649797
2019-01-31,0.023847099812163847
2019-02-01,0.021600607219693386
2019-02-04,0.021796949587035326
2019-02-05,0.021344809545722723
2019-02-06,0.02174782768379627
2019-02-07,0.0225199053042062
2019-02-08,0.022881589197952912
2019-02-11,0.0228407938781917
2019-02-12,0.023303902632504477
2019-02-13,0.024105717253238672
2019-02-14,0.0245988361555055
2019-02-15,0.025450930668240813
2019-02-18,0.025655991013922023
2019-02-19,0.025533600195025742
2019-02-20,0.02518180405095382
2019-02-21,0.02848683121712503
2019-02-22,0.031098768749484758
2019-02-25,0.0316368794731451
2019-02-26,0.03163794114088297
2019-02-27,0.03183793563938778
2019-02-28,0.029159966230135663
2019-03-01,0.02925854116400311
2019-03-06,0.0289380436143545
2019-03-07,0.02888530178428161
2019-03-08,0.028750530240002257
2019-03-11,0.02876698367040391
2019-03-12,0.026514933129738565
2019-03-13,0.026025244482075917
2019-03-14,0.026114278198302705
2019-03-15,0.02612132133357649
2019-03-18,0.025921844685921222
2019-03-19,0.026731934895534427
2019-03-20,0.026337183572335734
2019-03-21,0.02626074022735063
2019-03-22,0.03387880585092732
2019-03-25,0.03376638312179071
2019-03-26,0.03187911967514449
2019-03-27,0.20817208145660357
2019-03-28,0.20904280624575783
2019-03-29,0.20892637056662133
2019-04-01,0.20875929014691252
2019-04-02,0.20802135206200287
2019-04-03,0.20787911021625358
2019-04-04,0.20787505228129693
2019-04-05,0.20817533723008882
2019-04-08,0.207960420327256
2019-04-09,0.20758032484127215
2019-04-10,0.2074910378469743
2019-04-11,0.20646624024706048
2019-04-12,0.20623460567921031
2019-04-15,0.20586937499298072
2019-04-16,0.20575531062492966
2019-04-17,0.2047281314723482
2019-04-18,0.20489119641418313
2019-04-22,0.20527551298897004
2019-04-23,0.20617138015259634
2019-04-24,0.20571650340511496
2019-04-25,0.2055219853234816
2019-04-26,0.02831248425863179
2019-04-29,0.025403671913675322
2019-04-30,0.025394237990855297
2019-05-02,0.024279332725786678
2019-05-03,0.025900824101766345
2019-05-06,0.025592895253521587
2019-05-07,0.025713354950103157
2019-05-08,0.02528626320615032
2019-05-09,0.025027016501657683
2019-05-10,0.02315270151446093
2019-05-13,0.02407024132949714
2019-05-14,0.02343437009841328
2019-05-15,0.021560224027114598
2019-05-16,0.0241530645901741
2019-05-17,0.025749121449480845
2019-05-20,0.025963499286877936
2019-05-21,0.025730716346437005
2019-05-22,0.025375238814151498
2019-05-23,0.022939622955677717
2019-05-24,0.022988930546696925
2019-05-27,0.022945093387817563
2019-05-28,0.02392418495947187
2019-05-29,0.024584207482577777
2019-05-30,0.02450450649324773
2019-05-31,0.025344096400985696
2019-06-03,0.02411068536990213
2019-06-04,0.02429421506702018
2019-06-05,0.024848963328803663
2019-06-06,0.025123048080676953
2019-06-07,0.028735631800789682
2019-06-10,0.030195378616532296
2019-06-11,0.02899710357139162
2019-06-12,0.029456207185322828
2019-06-13,0.030172267455811027
2019-06-14,0.027620500440492447
2019-06-17,0.025421837677954338
2019-06-18,0.025280203892835668
2019-06-19,0.02522852745968524
2019-06-21,0.03509107521051143
2019-06-24,0.034600794031077985
2019-06-25,0.038268830937816536
2019-06-26,0.03834383630595805
2019-06-27,0.03799106975428136
2019-06-28,0.03855183830820408
2019-07-01,0.038490543060989355
2019-07-02,0.03857310311556911
2019-07-03,0.038143490544273184
2019-07-04,0.037733609609402266
2019-07-05,0.03639800904960815
2019-07-08,0.036398131486263495
2019-07-09,0.035079082463178674
2019-07-10,0.036109269931554916
2019-07-11,0.03669125225293216
2019-07-12,0.03510166478645523
2019-07-15,0.03528030723899534
2019-07-16,0.03577219048268009
2019-07-17,0.035360153870255366
2019-07-18,0.03546647087191203
2019-07-19,0.035537282362369305
2019-07-22,0.026212721055756845
2019-07-23,0.026113155893004218
2019-07-24,0.022745847327994038
2019-07-25,0.025311478732748038
2019-07-26,0.025290478635811898
2019-07-29,0.024152340575145214
2019-07-30,0.025141652106379815
2019-07-31,0.026311157448488453
2019-08-01,0.02630568038557386
2019-08-02,0.025729299355886887
2019-08-05,0.031013926404054464
2019-08-06,0.03275556186061985
2019-08-07,0.03279271581468364
2019-08-08,0.029441100132469974
2019-08-09,0.02708889345049111
2019-08-12,0.027145197672549647
2019-08-13,0.027148124124681355
2019-08-14,0.027707345755279746
2019-08-15,0.026933781780993874
2019-08-16,0.02682445040331161
2019-08-19,0.027428761172888266
2019-08-20,0.027254960643523448
2019-08-21,0.027844523477213154
2019-08-22,0.02733741497296838
2019-08-23,0.02660639936778289
2019-08-26,0.027793140862118038
2019-08-27,0.028546465246692087
2019-08-28,0.028709034070747465
2019-08-29,0.02835507626531022
2019-08-30,0.02917106018757008
2019-09-02,0.029486508208296958
2019-09-03,0.026337014396222103
2019-09-04,0.025368571664850445
2019-09-05,0.025187935715362667
2019-09-06,0.025539261334036275
2019-09-09,0.0259389744957063
2019-09-10,0.025663219077785706
2019-09-11,0.025807337935329213
2019-09-12,0.02496469195725639
2019-09-13,0.025022241353530355
2019-09-16,0.029346852490432125
2019-09-17,0.029389559934632718
2019-09-18,0.029465041251908016
2019-09-19,0.03989158558668123
2019-09-20,0.0392579275438543
2019-09-23,0.03924112582311695
2019-09-24,0.03792475777828428
2019-09-25,0.03620351811414805
2019-09-26,0.03481907627902919
2019-09-27,0.03497714024250246
2019-09-30,0.03460292001122456
2019-10-01,0.03360206770588662
2019-10-02,0.03348990485176749
2019-10-03,0.03290051727326421
2019-10-04,0.03310630466184098
2019-10-07,0.033238891747596484
2019-10-08,0.03341544372322203
2019-10-09,0.03373171156974657
2019-10-10,0.03426801390517945
2019-10-11,0.03448161073730622
2019-10-14,0.03654854444064761
2019-10-15,0.03444783389608762
2019-10-16,0.0384813893858053
2019-10-17,0.03848782551209386
2019-10-18,0.02954770003385651
2019-10-21,0.029884870928065695
2019-10-22,0.030453438849717095
2019-10-23,0.029476775344717435
2019-10-24,0.029637773134885543
2019-10-25,0.03013445127598328
2019-10-28,0.02983073727024026
2019-10-29,0.029933704827832752
2019-10-30,0.029571297510223832
2019-10-31,0.0369805794237753
2019-11-01,0.03699753434827878
2019-11-04,0.036805905741577216
2019-11-05,0.036683987550326
2019-11-06,0.03633025040072484
2019-11-07,0.03640285255628952
2019-11-08,0.0366171205638186
2019-11-11,0.03663050142876745
2019-11-12,0.033945290554936135
2019-11-13,0.033994851676650756
2019-11-14,0.02855258174576157
2019-11-18,0.028303868555331724
2019-11-19,0.028982442307071633
2019-11-20,0.028796955874855843
2019-11-21,0.027956304727519768
2019-11-22,0.02859873956071087
2019-11-25,0.029144321356413726
2019-11-26,0.02866403613341277
2019-11-27,0.02837666828584128
2019-11-28,0.02750494525356532
2019-11-29,0.026776868601135567
2019-12-02,0.02040635173818113
2019-12-03,0.021519034535248404
2019-12-04,0.024861216691725852
2019-12-05,0.024865358146346713
2019-12-06,0.02596113450455971
2019-12-09,0.026485466189805105
2019-12-10,0.026301577527794783
2019-12-11,0.026118324272579065
2019-12-12,0.026385747939183878
2019-12-13,0.026473625457073522
2019-12-16,0.028357646777882863
2019-12-17,0.032255296986478325
2019-12-18,0.03201907558323832
2019-12-19,0.032011554477708135
2019-12-20,0.032584663884820064
2019-12-23,0.03286061354696395
2019-12-24,0.032678776153106825
2019-12-26,0.03282938110987093
2019-12-27,0.03284021271340279
2019-12-30,0.03292233189230998
2019-12-31,0.032625394276517755
2020-01-02,0.03608958429500128
2020-01-03,0.035319657802656
2020-01-06,0.03192208334109866
2020-01-07,0.03228701470679662
2020-01-08,0.0323416566102569
2020-01-09,0.032458465295361734
2020-01-10,0.0485266407942487
2020-01-13,0.04891226207306645
2020-01-14,0.048546789086867555
2020-01-15,0.05013558660592931
2020-01-16,0.04712936363294999
2020-01-17,0.046243391365534646
2020-01-20,0.04593149940790755
2020-01-21,0.04576466822581069
2020-01-22,0.046937382383960065
2020-01-23,0.046951182061065855
2020-01-24,0.047148821033047544
2020-01-27,0.04723597040122766
2020-01-28,0.04700703486611452
2020-01-29,0.04655561011662967
2020-01-30,0.04635742796720891
2020-01-31,0.04487950644545938
2020-02-03,0.045458580049077296
2020-02-04,0.045713030775434926
2020-02-05,0.045354308080353414
2020-02-06,0.045809494688760805
2020-02-07,0.04582253348293307
2020-02-10,0.024449604583633853
2020-02-11,0.022996412413221954
2020-02-12,0.024450910829227877
2020-02-13,0.023411114355282026
2020-02-14,0.024150658098668336
2020-02-17,0.024156697292857802
2020-02-18,0.023667543524847814
2020-02-19,0.024586719576191095
2020-02-20,0.022735213636939644
2020-02-21,0.023101967583542125
2020-02-26,0.02534706803779159
2020-02-27,0.025492760780135324
2020-02-28,0.02499078686849323
2020-03-02,0.0379575150748683
2020-03-03,0.037751828382658774
2020-03-04,0.0380402261584859
2020-03-05,0.04078498926584713
2020-03-06,0.04086760182434589
2020-03-09,0.05406582274682867
2020-03-10,0.053148076507891016
2020-03-11,0.05514494993528091
2020-03-12,0.0773837068369247
2020-03-13,0.08419648090051178
2020-03-16,0.0855221367379251
2020-03-17,0.0854611812721574
