,RealPC1_rollstd_d1
2013-11-14,0.045220460726310314
2013-11-18,0.044015176598149346
2013-11-19,0.046236171144334905
2013-11-20,0.04624910971277395
2013-11-21,0.0473006611824251
2013-11-22,0.046038929674215884
2013-11-25,0.04599221704306335
2013-11-26,0.04707667037082554
2013-11-27,0.04707569770607871
2013-11-28,0.05296216759792948
2013-11-29,0.05360410125680392
2013-12-02,0.05640252917924408
2013-12-03,0.05517900317356875
2013-12-04,0.055600442838810056
2013-12-05,0.05558669589872954
2013-12-06,0.05562427719348102
2013-12-09,0.050098777777707354
2013-12-10,0.048540498466514446
2013-12-11,0.04904399037876944
2013-12-12,0.0488601479194597
2013-12-13,0.04727603494991251
2013-12-16,0.04502239433509916
2013-12-17,0.045580693704030506
2013-12-18,0.042930781518167295
2013-12-19,0.04296643875884818
2013-12-20,0.04169094007264405
2013-12-23,0.04174810162543225
2013-12-24,0.0416063969492805
2013-12-26,0.041464997952887675
2013-12-27,0.041657930200676103
2013-12-30,0.03615051132280999
2013-12-31,0.03547302643318622
2014-01-02,0.028421596467323687
2014-01-03,0.028124406484302377
2014-01-06,0.02811566355296138
2014-01-07,0.027921611087565225
2014-01-08,0.028369828316160393
2014-01-09,0.027884051287405884
2014-01-10,0.02654081116882701
2014-01-13,0.026235621551048596
2014-01-14,0.024407026973541957
2014-01-15,0.024416077094328706
2014-01-16,0.029337481013570865
2014-01-17,0.029758995465909134
2014-01-20,0.03147041925504172
2014-01-21,0.03421925064734753
2014-01-22,0.03267156836936311
2014-01-23,0.03684660812276602
2014-01-24,0.03675334245068711
2014-01-27,0.03761378459327698
2014-01-28,0.03660572418900024
2014-01-29,0.0365707117531591
2014-01-30,0.0416784906999969
2014-01-31,0.041011710257781574
2014-02-03,0.04093187316517838
2014-02-04,0.04537859770620376
2014-02-05,0.05051369381745899
2014-02-06,0.0512814658988267
2014-02-07,0.05987035419507787
2014-02-10,0.06077450728711689
2014-02-11,0.06070439697104162
2014-02-12,0.061263621106676325
2014-02-13,0.061153169172896836
2014-02-14,0.06057735142830032
2014-02-17,0.06310376598741753
2014-02-18,0.0651250594078954
2014-02-19,0.0632118452749981
2014-02-20,0.06474249155573839
2014-02-21,0.060684858506999124
2014-02-24,0.060801092233766584
2014-02-25,0.05937867830814631
2014-02-26,0.058357577255257836
2014-02-27,0.052838240326818546
2014-02-28,0.04360062927278036
2014-03-05,0.042964035155011536
2014-03-06,0.04330577808908159
2014-03-07,0.04312863189810996
2014-03-10,0.04340959982206062
2014-03-11,0.044285047834248276
2014-03-12,0.04131254631580537
2014-03-13,0.04121491230525668
2014-03-14,0.04119215907811132
2014-03-17,0.037903086857301364
2014-03-18,0.038465288215909575
2014-03-19,0.04167524462658094
2014-03-20,0.03882805271820985
2014-03-21,0.03511596624193185
2014-03-24,0.0350320016895984
2014-03-25,0.032689276426097175
2014-03-26,0.032783597515170536
2014-03-27,0.032254757254765364
2014-03-28,0.031904551997762924
2014-03-31,0.03213414554803217
2014-04-01,0.03158873793487178
2014-04-02,0.03097430599334309
2014-04-03,0.03230464339584017
2014-04-04,0.03214386376411385
2014-04-07,0.03207126623872227
2014-04-08,0.030498405604512432
2014-04-09,0.03017572401008412
2014-04-10,0.023378517351960105
2014-04-11,0.024319896650212978
2014-04-14,0.02468636664371906
2014-04-15,0.024461657951986907
2014-04-16,0.024130905645003118
2014-04-17,0.02139924636944968
2014-04-22,0.023983402354825573
2014-04-23,0.02369206568604654
2014-04-24,0.022921107430231135
2014-04-25,0.02219968512247496
2014-04-28,0.021166739733386453
2014-04-29,0.0206408861175091
2014-04-30,0.02148149672678349
2014-05-02,0.02181307991229145
2014-05-05,0.023237589155011514
2014-05-06,0.028508706193307313
2014-05-07,0.025502876616038
2014-05-08,0.025864107802652775
2014-05-09,0.029232056259716102
2014-05-12,0.029204786204344326
2014-05-13,0.02938402675742193
2014-05-14,0.03027076788014872
2014-05-15,0.030041976569786164
2014-05-16,0.03006325172271425
2014-05-19,0.029706761723589548
2014-05-20,0.029854916452897704
2014-05-21,0.02998846120490677
2014-05-22,0.031359082761942506
2014-05-23,0.031551694719966
2014-05-26,0.032163528086321475
2014-05-27,0.032141330018381535
2014-05-28,0.10277658829336565
2014-05-29,0.10282099437989242
2014-05-30,0.10283038990634752
2014-06-02,0.10371380888660774
2014-06-03,0.10337092546682947
2014-06-04,0.10111839374265014
2014-06-05,0.10126691404867218
2014-06-06,0.101611935700821
2014-06-09,0.09906754713545635
2014-06-10,0.0988879395922099
2014-06-11,0.09864675289788423
2014-06-12,0.09902843893230515
2014-06-13,0.09990117174717304
2014-06-16,0.1001384140173373
2014-06-17,0.09984499128348133
2014-06-18,0.09871255545676842
2014-06-20,0.09880982175957433
2014-06-23,0.0989394856239649
2014-06-24,0.09896749004650604
2014-06-25,0.0989942780894094
2014-06-26,0.09874496968462444
2014-06-27,0.03659217440289376
2014-06-30,0.0366648724672383
2014-07-01,0.037252921940976555
2014-07-02,0.035323865426049456
2014-07-03,0.03406640822310241
2014-07-04,0.03410800402285832
2014-07-07,0.03336624188603857
2014-07-08,0.0288949953525053
2014-07-09,0.028803818369144828
2014-07-10,0.029314863083370786
2014-07-11,0.02987859485390516
2014-07-14,0.029582746339372027
2014-07-15,0.022870849041595753
2014-07-16,0.022288647810646114
2014-07-17,0.025911062233672687
2014-07-18,0.023816618420409785
2014-07-21,0.024131961674304248
2014-07-22,0.02435657072011512
2014-07-23,0.02465760977437941
2014-07-24,0.027032520260253944
2014-07-25,0.030506837162651432
2014-07-28,0.029427437639229788
2014-07-29,0.029146884425031765
2014-07-30,0.02826048290507996
2014-07-31,0.027624046778873635
2014-08-01,0.030434229958071622
2014-08-04,0.030394568336370963
2014-08-05,0.034524181539138
2014-08-06,0.03921303643055628
2014-08-07,0.03957970123328025
2014-08-08,0.04559025725868315
2014-08-11,0.046211587193557405
2014-08-12,0.046370198519445786
2014-08-13,0.0464638324517879
2014-08-14,0.0478249692945758
2014-08-15,0.046592867198038276
2014-08-18,0.04728012967934605
2014-08-19,0.046952427415255064
2014-08-20,0.04692905391457381
2014-08-21,0.04650205171856899
2014-08-22,0.044623760481289895
2014-08-25,0.04327402174577147
2014-08-26,0.04362414430393688
2014-08-27,0.04357769234443766
2014-08-28,0.04322069649052572
2014-08-29,0.04310335609883212
2014-09-01,0.038974718273623234
2014-09-02,0.038591221623585026
2014-09-03,0.030641493040235092
2014-09-04,0.029433851104414772
2014-09-05,0.027190800610844678
2014-09-08,0.02451102759628902
2014-09-09,0.027501359883746225
2014-09-10,0.02832613007797847
2014-09-11,0.028736113626829585
2014-09-12,0.03496689001891023
2014-09-15,0.035787129267631904
2014-09-16,0.0350587810017834
2014-09-17,0.03507645960328831
2014-09-18,0.036228583247987445
2014-09-19,0.03656901886944276
2014-09-22,0.03622584310963635
2014-09-23,0.03613544482924899
2014-09-24,0.036025518234380646
2014-09-25,0.03586864666845871
2014-09-26,0.035363290107763644
2014-09-29,0.0441156982585763
2014-09-30,0.04414517263892779
2014-10-01,0.04440393152741841
2014-10-02,0.04403254817496716
2014-10-03,0.04456090924234117
2014-10-06,0.04549824248163177
2014-10-07,0.046136683839792025
2014-10-08,0.045011377376978835
2014-10-09,0.04488073143098444
2014-10-10,0.04333167388846556
2014-10-13,0.03888937726261055
2014-10-14,0.039011042152483404
2014-10-15,0.039764606111796975
2014-10-16,0.04126576062063324
2014-10-17,0.041451535208186896
2014-10-20,0.0412342835547868
2014-10-21,0.042429203427784445
2014-10-22,0.04291939844868799
2014-10-23,0.04172449587652333
2014-10-24,0.04171459840739983
2014-10-27,0.047604290282996724
2014-10-28,0.04179845254118162
2014-10-29,0.04188307724252992
2014-10-30,0.05036343863926869
2014-10-31,0.052104309688894374
2014-11-03,0.051995586820715284
2014-11-04,0.05144954374460709
2014-11-05,0.050280145395324924
2014-11-06,0.05265137232670798
2014-11-07,0.052774718432315196
2014-11-10,0.053481215800858684
2014-11-11,0.053153948265173036
2014-11-12,0.05226480708654124
2014-11-13,0.05157256094243111
2014-11-14,0.05051868809007571
2014-11-17,0.05028293899459569
2014-11-18,0.04997539656575389
2014-11-19,0.048475619659296566
2014-11-20,0.04830328349070621
2014-11-21,0.05065186867515742
2014-11-24,0.050532298761817376
2014-11-25,0.048094439936217266
2014-11-26,0.04931812194237964
2014-11-27,0.04918666182137249
2014-11-28,0.03807852135257753
2014-12-01,0.03736242659539346
2014-12-02,0.03744192298148596
2014-12-03,0.03785208637959065
2014-12-04,0.04196817725710819
2014-12-05,0.03642837933462605
2014-12-08,0.037873773258454896
2014-12-09,0.03740305546290853
2014-12-10,0.03730915791466081
2014-12-11,0.03801401088486075
2014-12-12,0.03857142212827677
2014-12-15,0.04202105928417291
2014-12-16,0.04691235571652497
2014-12-17,0.04669131845729681
2014-12-18,0.046650318172805925
2014-12-19,0.04716045883810478
2014-12-22,0.044217983992222994
2014-12-23,0.04394820993265187
2014-12-24,0.04088523365946283
2014-12-26,0.036682589480228
2014-12-29,0.03658358010901297
2014-12-30,0.03757502466812118
2014-12-31,0.03757643865949999
2015-01-02,0.03922118757818954
2015-01-05,0.039509939495800575
2015-01-06,0.03523223828267271
2015-01-07,0.03524279210490031
2015-01-08,0.034825821883067605
2015-01-09,0.03573245157452653
2015-01-12,0.03563970560661023
2015-01-13,0.043610535572590085
2015-01-14,0.2169219267361151
2015-01-15,0.21760226664471147
2015-01-16,0.21781069259422395
2015-01-19,0.21778622180452467
2015-01-20,0.21880003437837905
2015-01-21,0.2188100660098294
2015-01-22,0.21854235109924836
2015-01-23,0.218529782776298
2015-01-26,0.2185664609662519
2015-01-27,0.21834197348021703
2015-01-28,0.2183652490250957
2015-01-29,0.21844979173110177
2015-01-30,0.21857365331888837
2015-02-02,0.2178946687721471
2015-02-03,0.2181818804554661
2015-02-04,0.21742304857145514
2015-02-05,0.21754894385048498
2015-02-06,0.21785997573988194
2015-02-09,0.2171089210245241
2015-02-10,0.21752218025376266
2015-02-11,0.21511318265668578
2015-02-12,0.052785580010772666
2015-02-13,0.05163398495759869
2015-02-18,0.050511178561059814
2015-02-19,0.050310311043119074
2015-02-20,0.04710343412605872
2015-02-23,0.04741978289198639
2015-02-24,0.048690018939093846
2015-02-25,0.048713155657452746
2015-02-26,0.047729842414164274
2015-02-27,0.05781030826410209
2015-03-02,0.05780847139505736
2015-03-03,0.05741882044131056
2015-03-04,0.058196980448677216
2015-03-05,0.05831139197406356
2015-03-06,0.05758535929786162
2015-03-09,0.06099399008479004
2015-03-10,0.06148518332562878
2015-03-11,0.061034938569215574
2015-03-12,0.06069450987193501
2015-03-13,0.05651004486253817
2015-03-16,0.04787686634539221
2015-03-17,0.047145288255684106
2015-03-18,0.047119304961124805
2015-03-19,0.04891576572287987
2015-03-20,0.049100359379867176
2015-03-23,0.04852555682784923
2015-03-24,0.04873245572407232
2015-03-25,0.04678391431749782
2015-03-26,0.04686936401189417
2015-03-27,0.04731212579967915
2015-03-30,0.033297098692429666
2015-03-31,0.03331434927824617
2015-04-01,0.03605536961534984
2015-04-02,0.035178984409783655
2015-04-06,0.034603760737065455
2015-04-07,0.03429714857359871
2015-04-08,0.028507969765634578
2015-04-09,0.029641320209451996
2015-04-10,0.02974434393883542
2015-04-13,0.029380606126692955
2015-04-14,0.027926343804362652
2015-04-15,0.027975893156868974
2015-04-16,0.027082264388732714
2015-04-17,0.02730890626373972
2015-04-20,0.04283235601458605
2015-04-22,0.042841830034970614
2015-04-23,0.04256604978154212
2015-04-24,0.04277561860669715
2015-04-27,0.045475945461978154
2015-04-28,0.04545468847032448
2015-04-29,0.04567198521269555
2015-04-30,0.050190788315098614
2015-05-04,0.05014651824379029
2015-05-05,0.04887642053616248
2015-05-06,0.04984373362156526
2015-05-07,0.04980486575549222
2015-05-08,0.05083989185089797
2015-05-11,0.04937932366835793
2015-05-12,0.04877341571367349
2015-05-13,0.04839402903111427
2015-05-14,0.05229678785598532
2015-05-15,0.05947985022897557
2015-05-18,0.06003391838635119
2015-05-19,0.06138220785302817
2015-05-20,0.06419358662472804
2015-05-21,0.05273367724489923
2015-05-22,0.05153141788647937
2015-05-25,0.05104467227134385
2015-05-26,0.05030540746616407
2015-05-27,0.04947357303559834
2015-05-28,0.04931965941541466
2015-05-29,0.049459752665515805
2015-06-01,0.04208457295029803
2015-06-02,0.043266302234766275
2015-06-03,0.04318458366574675
2015-06-05,0.04371328845499652
2015-06-08,0.04420955040111026
2015-06-09,0.04398415449983153
2015-06-10,0.044662140870859554
2015-06-11,0.045529418575523214
2015-06-12,0.04559948671550272
2015-06-15,0.043350442216479296
2015-06-16,0.03404737545096159
2015-06-17,0.033006611890148106
2015-06-18,0.029406862892464462
2015-06-19,0.023856071643651916
2015-06-22,0.028841454386931364
2015-06-23,0.0288230078442983
2015-06-24,0.028910617631826813
2015-06-25,0.02982090497562857
2015-06-26,0.0303405637936298
2015-06-29,0.03009820802370547
2015-06-30,0.030679559571162546
2015-07-01,0.0318602627619434
2015-07-02,0.033337812570423
2015-07-03,0.03365043067788517
2015-07-06,0.03339231412169422
2015-07-07,0.03164081977369703
2015-07-08,0.032345536922553916
2015-07-09,0.03171812242165015
2015-07-10,0.031733374498630514
2015-07-13,0.03159498663242929
2015-07-14,0.030509866763082358
2015-07-15,0.030397300186713345
2015-07-16,0.03059289317036271
2015-07-17,0.030877114474967358
2015-07-20,0.03216701040253873
2015-07-21,0.028915869264298153
2015-07-22,0.02896951038189416
2015-07-23,0.04441606513400897
2015-07-24,0.05115485362078215
2015-07-27,0.05100108821461537
2015-07-28,0.05092932930282582
2015-07-29,0.05072955759895079
2015-07-30,0.06122309375656863
2015-07-31,0.061083314607432694
2015-08-03,0.06248957705135995
2015-08-04,0.062401011067132924
2015-08-05,0.06273808542871188
2015-08-06,0.07331723160047926
2015-08-07,0.07334126554849982
2015-08-10,0.07243079310785085
2015-08-11,0.07264555787964562
2015-08-12,0.07330943188123705
2015-08-13,0.07329824004159276
2015-08-14,0.07286664349055164
2015-08-17,0.07244189536893983
2015-08-18,0.07111523074906993
2015-08-19,0.071423529829087
2015-08-20,0.07291957957469704
2015-08-21,0.06606155118543638
2015-08-24,0.06304971857437085
2015-08-25,0.06301678047238592
2015-08-26,0.0634875277973778
2015-08-27,0.06333888252749897
2015-08-28,0.050711063413747745
2015-08-31,0.051092822440465036
2015-09-01,0.05034425121649636
2015-09-02,0.05245735239836715
2015-09-03,0.054378316106749765
2015-09-04,0.03997993386999884
2015-09-08,0.04491031481271207
2015-09-09,0.04581989195704625
2015-09-10,0.04585289386500624
2015-09-11,0.046115881867202495
2015-09-14,0.05185902235447714
2015-09-15,0.051771299607409116
2015-09-16,0.051136904973832616
2015-09-17,0.05112045545099244
2015-09-18,0.05083643932365476
2015-09-21,0.06162882348598873
2015-09-22,0.061582599760384604
2015-09-23,0.0613776581716651
2015-09-24,0.06261757578842846
2015-09-25,0.06999203696267003
2015-09-28,0.08521220945367995
2015-09-29,0.08539266281207612
2015-09-30,0.09572555561005279
2015-10-01,0.09553935332279927
2015-10-02,0.10391636834080266
2015-10-05,0.10384794919312113
2015-10-06,0.10367874487362151
2015-10-07,0.10358768501802211
2015-10-08,0.1051568733060202
2015-10-09,0.10510505231100802
2015-10-13,0.10594520995519409
2015-10-14,0.10366994699572141
2015-10-15,0.10384336117970874
2015-10-16,0.10391725159273664
2015-10-19,0.10405913971496167
2015-10-20,0.10391354709664652
2015-10-21,0.09563440507562146
2015-10-22,0.09978676370412631
2015-10-23,0.09654783917033767
2015-10-26,0.09652946429445304
2015-10-27,0.09359129991702182
2015-10-28,0.07603068071848482
2015-10-29,0.0763208085372004
2015-10-30,0.06614372702367691
2015-11-03,0.06602368971767654
2015-11-04,0.04900042230466133
2015-11-05,0.049918519209741954
2015-11-06,0.04992380630272833
2015-11-09,0.04771235352813598
2015-11-10,0.043907948302952485
2015-11-11,0.044057664621472835
2015-11-12,0.04194442043860952
2015-11-13,0.04420976927611957
2015-11-16,0.04452140583286427
2015-11-17,0.044365569707671436
2015-11-18,0.04497139086286666
2015-11-19,0.04590049363793381
2015-11-20,0.047406996711259176
2015-11-23,0.036121963958263746
2015-11-24,0.04492527061841427
2015-11-25,0.04817607226395358
2015-11-26,0.06174055258094317
2015-11-27,0.06212235806193876
2015-11-30,0.06205447397413356
2015-12-01,0.06290586119284858
2015-12-02,0.06334150714273014
2015-12-03,0.06288722169095583
2015-12-04,0.0629133985702185
2015-12-07,0.06373242707227074
2015-12-08,0.06345300069246165
2015-12-09,0.06352146263584016
2015-12-10,0.06326824000088922
2015-12-11,0.0632957219641779
2015-12-14,0.06301236108263294
2015-12-15,0.06300885882167931
2015-12-16,0.06274084710174531
2015-12-17,0.061774490702465344
2015-12-18,0.059734983237496826
2015-12-21,0.059625564144815096
2015-12-22,0.05785258948256501
2015-12-23,0.054906080903871515
2015-12-24,0.052592030189871464
2015-12-28,0.03441432930318233
2015-12-29,0.03181909619999519
2015-12-30,0.03176005995705325
2015-12-31,0.032341281861002234
2016-01-04,0.03256026461310982
2016-01-05,0.03537068815775797
2016-01-06,0.03705995720119186
2016-01-07,0.050007947894758924
2016-01-08,0.049992029726359015
2016-01-11,0.04980968266688172
2016-01-12,0.047183826494653525
2016-01-13,0.047496383821912555
2016-01-14,0.047095354823087895
2016-01-15,0.046778930071395934
2016-01-18,0.04655431805693311
2016-01-19,0.050472840696591685
2016-01-20,0.052271239974818605
2016-01-21,0.07572195776480796
2016-01-22,0.07589187574906116
2016-01-25,0.07611431574835034
2016-01-26,0.07480815472063308
2016-01-27,0.0824311136299478
2016-01-28,0.08255857149393538
2016-01-29,0.08242793157575734
2016-02-01,0.0812059739544116
2016-02-02,0.08269776836632065
2016-02-03,0.08193492399655641
2016-02-04,0.08840246795858861
2016-02-05,0.08069588028422583
2016-02-10,0.08050490149325112
2016-02-11,0.08048172184197458
2016-02-12,0.0804978124476331
2016-02-15,0.0811740281438872
2016-02-16,0.08156085172348877
2016-02-17,0.08139301965723583
2016-02-18,0.08420192805863735
2016-02-19,0.08256404635289077
2016-02-22,0.08181393404859856
2016-02-23,0.05780843416191259
2016-02-24,0.05641241782202745
2016-02-25,0.05644152938220726
2016-02-26,0.05752552709309071
2016-02-29,0.05091436914851549
2016-03-01,0.050355017172256294
2016-03-02,0.05094332241172056
2016-03-03,0.051082258321925825
2016-03-04,0.05065479144025056
2016-03-07,0.054491021247665694
2016-03-08,0.04584992141827439
2016-03-09,0.04632767881798733
2016-03-10,0.04779609542616859
2016-03-11,0.05239303306679723
2016-03-14,0.05255271408557807
2016-03-15,0.05217046690643899
2016-03-16,0.05184430116582236
2016-03-17,0.05665816539683417
2016-03-18,0.054303603709584786
2016-03-21,0.05406949134298158
2016-03-22,0.053957938724066457
2016-03-23,0.05822458211180571
2016-03-24,0.06116184776604166
2016-03-28,0.06165604872933399
2016-03-29,0.0596470019364244
2016-03-30,0.061742519574883706
2016-03-31,0.0674291669089308
2016-04-01,0.06994087702482944
2016-04-04,0.07214870286345378
2016-04-05,0.07191521422058102
2016-04-06,0.06890864168107763
2016-04-07,0.0690303190060952
2016-04-08,0.06945818583962926
2016-04-11,0.06911021937712704
2016-04-12,0.06480329696111985
2016-04-13,0.06496475862929481
2016-04-14,0.06370337534279798
2016-04-15,0.06266416613228343
2016-04-18,0.05933512447008295
2016-04-19,0.059195944436178684
2016-04-20,0.059188438055125685
2016-04-22,0.05867197699141193
2016-04-25,0.0545757038446151
2016-04-26,0.051919575626442505
2016-04-27,0.05165458395881132
2016-04-28,0.052826960875845555
2016-04-29,0.05785379547329414
2016-05-02,0.04945563903776278
2016-05-03,0.046336901015000424
2016-05-04,0.04150957410271827
2016-05-05,0.042694128982997986
2016-05-06,0.042268139621445995
2016-05-09,0.041958536235989004
2016-05-10,0.041115853416751016
2016-05-11,0.040714949983251834
2016-05-12,0.04089221417817878
2016-05-13,0.04095330493144684
2016-05-16,0.04122247949807329
2016-05-17,0.04102326203590916
2016-05-18,0.04060110039207313
2016-05-19,0.0404687751925312
2016-05-20,0.04052099413929205
2016-05-23,0.04499415412222632
2016-05-24,0.04594208178612135
2016-05-25,0.04623737757568338
2016-05-27,0.04669932501938159
2016-05-30,0.04482117047092086
2016-05-31,0.03596078195093566
2016-06-01,0.03632373120843024
2016-06-02,0.03629089637896136
2016-06-03,0.03817719999518339
2016-06-06,0.037038237472058096
2016-06-07,0.036993109202500034
2016-06-08,0.03676367066884358
2016-06-09,0.0361592392588423
2016-06-10,0.0356155450110603
2016-06-13,0.03374883521228496
2016-06-14,0.03324206529590834
2016-06-15,0.0332428781263031
2016-06-16,0.033968151987357774
2016-06-17,0.033320849691017014
2016-06-20,0.03342564871144628
2016-06-21,0.033167786982827636
2016-06-22,0.027785361349433702
2016-06-23,0.026403796864873937
2016-06-24,0.025263738075297495
2016-06-27,0.024836858904812673
2016-06-28,0.043552151130375354
2016-06-29,0.047131331245752306
2016-06-30,0.046931520139172435
2016-07-01,0.051476673821998914
2016-07-04,0.04919931083284389
2016-07-05,0.04853736739367988
2016-07-06,0.049209406373283596
2016-07-07,0.049348824364776896
2016-07-08,0.04961281331709335
2016-07-11,0.04919914938936494
2016-07-12,0.04907132322780765
2016-07-13,0.049189908771416005
2016-07-14,0.04937888166386408
2016-07-15,0.04897525491670438
2016-07-18,0.0488789438832665
2016-07-19,0.049062549300045846
2016-07-20,0.0490580723977392
2016-07-21,0.05030553182221373
2016-07-22,0.050341353492461424
2016-07-25,0.05037419265225545
2016-07-26,0.04904185909025983
2016-07-27,0.035818309919788086
2016-07-28,0.02996616714888916
2016-07-29,0.02906662356889545
2016-08-01,0.02102607776328902
2016-08-02,0.02151654824684721
2016-08-03,0.022143793487977004
2016-08-04,0.021569280222609188
2016-08-05,0.02402121097447387
2016-08-08,0.02347219298101004
2016-08-09,0.023753833104127466
2016-08-10,0.02369402276122684
2016-08-11,0.025520152363116166
2016-08-12,0.028463743305575596
2016-08-15,0.02852921713051541
2016-08-16,0.028523743367850705
2016-08-17,0.02745898081114137
2016-08-18,0.02829539971249494
2016-08-19,0.02428941253720359
2016-08-22,0.024555615050677018
2016-08-23,0.023797875798624007
2016-08-24,0.023268384580643925
2016-08-25,0.02287996579419008
2016-08-26,0.02319118872894438
2016-08-29,0.026363979885904932
2016-08-30,0.027889059578461797
2016-08-31,0.027993113722309153
2016-09-01,0.030357198848456522
2016-09-02,0.03028707888443286
2016-09-05,0.02798177844096707
2016-09-06,0.02787399134325497
2016-09-08,0.027662631541820252
2016-09-09,0.02945403478240258
2016-09-12,0.0278569989401209
2016-09-13,0.024381567835850756
2016-09-14,0.024396452018858802
2016-09-15,0.0249317972839375
2016-09-16,0.024967108673763994
2016-09-19,0.02463488062629786
2016-09-20,0.02468551572032836
2016-09-21,0.024685452136553876
2016-09-22,0.02468634043916517
2016-09-23,0.024895186617162005
2016-09-26,0.024985190286919774
2016-09-27,0.025410212669793802
2016-09-28,0.023383698435955835
2016-09-29,0.02175673635168273
2016-09-30,0.021340705147553773
2016-10-03,0.020134511680138273
2016-10-04,0.020929531691080583
2016-10-05,0.021128946319717994
2016-10-06,0.021328341434734843
2016-10-07,0.021930750440003505
2016-10-10,0.019476689318658234
2016-10-11,0.02001488376944381
2016-10-13,0.01821928793643874
2016-10-14,0.01850430267152133
2016-10-17,0.018344024281619426
2016-10-18,0.018629234689872595
2016-10-19,0.01864113075977072
2016-10-20,0.026820167023242168
2016-10-21,0.028012590136340724
2016-10-24,0.028321938553022074
2016-10-25,0.028213689170093564
2016-10-26,0.028086301915612014
2016-10-27,0.027467471180957843
2016-10-28,0.02685303310144145
2016-10-31,0.02926385834833753
2016-11-01,0.03014124113311435
2016-11-03,0.02720588042770751
2016-11-04,0.027322619772954835
2016-11-07,0.026879539813822358
2016-11-08,0.026895520813936105
2016-11-09,0.030846324834851235
2016-11-10,0.038444511710401946
2016-11-11,0.03952712930085718
2016-11-14,0.04425943907926581
2016-11-16,0.045074094251537
2016-11-17,0.04501192090391922
2016-11-18,0.04535368530176077
2016-11-21,0.05000850939078055
2016-11-22,0.0491150602476699
2016-11-23,0.04856695738884199
2016-11-24,0.04835945829267878
2016-11-25,0.0487040315274165
2016-11-28,0.04977993880328555
2016-11-29,0.05043482985656139
2016-11-30,0.05069983933555789
2016-12-01,0.05265714299543446
2016-12-02,0.05285747169038586
2016-12-05,0.061682728208625956
2016-12-06,0.06304076217721294
2016-12-07,0.06317243591351779
2016-12-08,0.06334104281131195
2016-12-09,0.06148041178928474
2016-12-12,0.055419891667899
2016-12-13,0.053552709143654016
2016-12-14,0.04608137695924028
2016-12-15,0.04609579844852224
2016-12-16,0.04631566651573861
2016-12-19,0.046281417844546015
2016-12-20,0.04439827754346068
2016-12-21,0.04357433415781126
2016-12-22,0.043190580751137284
2016-12-23,0.04307143303986498
2016-12-26,0.04165842780573913
2016-12-27,0.04146354310508306
2016-12-28,0.04132155188344934
2016-12-29,0.041429023961092416
2016-12-30,0.03427655616817594
2017-01-02,0.03450268658888651
2017-01-03,0.021629245262918328
2017-01-04,0.019040833000554123
2017-01-05,0.02035620430661954
2017-01-06,0.022178985014158818
2017-01-09,0.019918564525028166
2017-01-10,0.020080113224097838
2017-01-11,0.02119025560117125
2017-01-12,0.0438354932277612
2017-01-13,0.043875142402004894
2017-01-16,0.043130608008658554
2017-01-17,0.0433550857191392
2017-01-18,0.04355134623271286
2017-01-19,0.043979663121498
2017-01-20,0.04458313525868889
2017-01-23,0.04554188824324238
2017-01-24,0.045803432379717894
2017-01-25,0.04599804046073511
2017-01-26,0.04662944796259355
2017-01-27,0.04633187167047129
2017-01-30,0.047342859134221336
2017-01-31,0.047290651907858576
2017-02-01,0.047339585769671254
2017-02-02,0.047247331914416435
2017-02-03,0.046121007852137366
2017-02-06,0.04575624087486845
2017-02-07,0.04574802498583272
2017-02-08,0.048721336838269014
2017-02-09,0.04874445824564425
2017-02-10,0.0267698849623913
2017-02-13,0.02669534683773784
2017-02-14,0.026412159715741856
2017-02-15,0.026742193632960733
2017-02-16,0.028769135615050952
2017-02-17,0.02873045106215218
2017-02-20,0.028558651621913914
2017-02-21,0.028013015295631633
2017-02-22,0.027920632899448346
2017-02-23,0.03285161426592354
2017-02-24,0.03211958511713831
2017-03-01,0.03396860789956966
2017-03-02,0.032769710742158946
2017-03-03,0.03256398955723007
2017-03-06,0.03258388873674253
2017-03-07,0.03253712375979792
2017-03-08,0.03277366188503873
2017-03-09,0.03294646876248897
2017-03-10,0.033134641081228614
2017-03-13,0.02986251391427928
2017-03-14,0.030426363587598478
2017-03-15,0.031381243704223086
2017-03-16,0.03132198666635123
2017-03-17,0.03162201708743988
2017-03-20,0.030895824171537897
2017-03-21,0.027334837523281263
2017-03-22,0.027354468594479667
2017-03-23,0.026815126948162647
2017-03-24,0.026850970747424794
2017-03-27,0.030515327121392526
2017-03-28,0.028591025348702268
2017-03-29,0.028688453092241634
2017-03-30,0.030701392258097985
2017-03-31,0.03021012640095263
2017-04-03,0.02802828979790664
2017-04-04,0.028034425370293534
2017-04-05,0.028040534583523253
2017-04-06,0.02929908723976177
2017-04-07,0.029625518613765566
2017-04-10,0.02946903036382495
2017-04-11,0.029380691806499777
2017-04-12,0.029021104596566597
2017-04-13,0.027761770328401332
2017-04-17,0.027858906987525252
2017-04-18,0.028475616668976682
2017-04-19,0.02847547945268004
2017-04-20,0.028580603688616788
2017-04-24,0.028494839312269975
2017-04-25,0.028784810217818726
2017-04-26,0.02875506228278781
2017-04-27,0.022193372010846986
2017-04-28,0.021799667122622803
2017-05-02,0.022032661889150065
2017-05-03,0.01748391718811627
2017-05-04,0.01865056483086841
2017-05-05,0.019048928257592454
2017-05-08,0.019245268852032604
2017-05-09,0.019428057137691284
2017-05-10,0.019641943406161707
