,InflPC1_rollstd_d1,InflPC2_rollstd_d1
2009-10-01,0.012519922908082896,0.009461602152654007
2009-10-02,0.012508499518498466,0.009445888195422346
2009-10-05,0.012501508573997623,0.009439885226570724
2009-10-06,0.012503085652249415,0.009436414054230142
2009-10-07,0.012518656037911064,0.009425795158557985
2009-10-08,0.012551029064466033,0.009468411210312574
2009-10-09,0.01214456138801004,0.009279705107816014
2009-10-13,0.011910856108914068,0.009121442088688033
2009-10-14,0.011844334079444541,0.00908942899919283
2009-10-15,0.011920704316630086,0.009250516001373317
2009-10-16,0.011921400452250784,0.009248552130235602
2009-10-19,0.00941249847644323,0.007396792339559744
2009-10-20,0.009441497699085574,0.007425715532179343
2009-10-21,0.007336760020374075,0.0061664257166224225
2009-10-22,0.005800012291494487,0.005709919155827466
2009-10-23,0.0061022376973157285,0.006061085472436452
2009-10-26,0.006091816976798822,0.0060391122299454
2009-10-27,0.006094109970807066,0.0060321151162555315
2009-10-28,0.006111978562609818,0.006031143673999617
2009-10-29,0.00933297130608827,0.009540251801894977
2009-10-30,0.00934171910165774,0.009551647721088307
2009-11-03,0.009336574078890204,0.009547016615544546
2009-11-04,0.009341986419965342,0.009549240867473599
2009-11-05,0.009346009869827865,0.009549206322941872
2009-11-06,0.009385136159218693,0.009609233504996356
2009-11-09,0.009883855010880797,0.010221410962043594
2009-11-10,0.010713593831689447,0.011188715254735002
2009-11-11,0.010694939277541945,0.011162140505479068
2009-11-12,0.01081431436789432,0.011295977358559915
2009-11-13,0.012043059849285744,0.012851836663345564
2009-11-16,0.01175874480365923,0.012604106837099638
2009-11-17,0.011760197957218742,0.012607577503136395
2009-11-18,0.011665343968123526,0.012631704209233707
2009-11-19,0.011665417169856283,0.012631795688749375
2009-11-20,0.011665489485615967,0.01263188656400432
2009-11-23,0.01066764455804968,0.011878117246148054
2009-11-24,0.010239313000513315,0.011463108279095746
2009-11-25,0.01150214921936854,0.013173322095819699
2009-11-26,0.011594674422575852,0.013295766889618761
2009-11-27,0.011595117689759252,0.013295618397622095
2009-11-30,0.009599429729284115,0.011368401417548298
2009-12-01,0.009595693069925148,0.011361735572309175
2009-12-02,0.009594347366039823,0.011361088343659807
2009-12-03,0.009594341808257112,0.011360995824606618
2009-12-04,0.00985017314323131,0.011748003384958215
2009-12-07,0.010055650894544996,0.01208914041396148
2009-12-08,0.009375106748175328,0.011419683114995572
2009-12-09,0.009902012675855618,0.012595683867829489
2009-12-10,0.009906368919045,0.012600372895088533
2009-12-11,0.009791651167623044,0.012473135378378231
2009-12-14,0.008076309569317718,0.010607065396646097
2009-12-15,0.008089717631465775,0.010611960669504945
2009-12-16,0.008100212894756346,0.010622260568122557
2009-12-17,0.007908971712801492,0.01044416203721281
2009-12-18,0.007913010186427642,0.010446246129810221
2009-12-21,0.00790812719169307,0.010435467318428324
2009-12-22,0.007397031757974899,0.009769242545289894
2009-12-23,0.007399332696334014,0.009765855526091159
2009-12-24,0.0059484725725882145,0.008115542454762351
2009-12-28,0.005877280005319103,0.008039831310949406
2009-12-29,0.005878153565265517,0.008039270938593942
2009-12-30,0.005884005071377447,0.008045365760992714
2009-12-31,0.0058848452410289335,0.0080448173868688
2010-01-04,0.0058921636329414785,0.00805487163226995
2010-01-05,0.005896204016701417,0.008059418880216933
2010-01-06,0.005480126001771372,0.007540262076965236
2010-01-07,0.004941725523263511,0.0068100021827300515
2010-01-08,0.004946206701265587,0.0068151025510468175
2010-01-11,0.00031822412093532434,0.0004985116084388347
2010-01-12,0.00032378681609467166,0.0005072258067940066
2010-01-13,0.0003287621461787487,0.000515019872798545
2010-01-14,0.00030890553163558885,0.00048391364230510416
2010-01-15,0.00031204264991354204,0.0004888280714001106
2010-01-18,0.002062206558787269,0.003230534208245911
2010-01-19,0.0020636469618278805,0.0032327906608192623
2010-01-20,0.0020654406102101493,0.003235600487231558
2010-01-21,0.0073753426085430025,0.011553787613037176
2010-01-22,0.007378600852851205,0.01155889179120576
2010-01-25,0.007390272686873486,0.011577176215198739
2010-01-26,0.007396955991863252,0.011587645896473675
2010-01-27,0.007412881367905238,0.011612593674795694
2010-01-28,0.007419292179577221,0.011622636483708664
2010-01-29,0.007551854460249342,0.0118303009296439
2010-02-01,0.007566249165475918,0.011852850847087397
2010-02-02,0.007569184040123674,0.011857448452941231
2010-02-03,0.007554121706821296,0.011833852667745993
2010-02-04,0.007637125428097294,0.011963881524385662
2010-02-05,0.014237822921615404,0.022304154646027665
2010-02-08,0.014264465719644022,0.02234589172133087
2010-02-09,0.014207331314746378,0.02225638824812001
2010-02-10,0.014216870841572526,0.022271332322277394
2010-02-11,0.014226375524063962,0.022286221811303734
2010-02-12,0.01423584543201304,0.02230105682453172
2010-02-17,0.014193634773100627,0.022234932033594484
2010-02-18,0.014182384023844129,0.022217307256781196
2010-02-19,0.014163940905597406,0.02218841532830347
2010-02-22,0.018455689261729295,0.022228360514327958
2010-02-23,0.020936853707297764,0.020301314854408673
2010-02-24,0.020988264416008217,0.020431173629800126
2010-02-25,0.02099062574910631,0.020437125946079628
2010-02-26,0.02131480222896092,0.020563048120651174
2010-03-01,0.021346401700344374,0.020618516545567064
2010-03-02,0.022473884748142874,0.02056404898099166
2010-03-03,0.02250511801110492,0.020647703702136193
2010-03-04,0.022468431645965327,0.02054942049697757
2010-03-05,0.022954917137294122,0.02182906109554627
2010-03-08,0.023993361695303417,0.022203369501550704
2010-03-09,0.024736441716618904,0.02221920501392902
2010-03-10,0.022163344079242826,0.012253941132568658
2010-03-11,0.02215665217449995,0.01222477025561056
2010-03-12,0.022180403691811457,0.012105723733072643
2010-03-15,0.02287499485308562,0.012116976150540613
2010-03-16,0.02288156534336239,0.01212374482503619
2010-03-17,0.023095618646196293,0.012077136771725958
2010-03-18,0.023176316653735405,0.013144469064071154
2010-03-19,0.027965032178003637,0.013443951005055514
2010-03-22,0.028087450166348595,0.01515863861311448
2010-03-23,0.02583868493999565,0.01473108060465754
2010-03-24,0.023069950136967634,0.014810798085091049
2010-03-25,0.02320801407432172,0.01500460104640984
2010-03-26,0.023222941494554596,0.015003481817478173
2010-03-29,0.02669940065600937,0.014870164862463878
2010-03-30,0.02668358318405436,0.014825763163530478
2010-03-31,0.02527644498567165,0.01480685494307209
2010-04-01,0.027958851592060303,0.014776630971762142
2010-04-05,0.028238291259085165,0.014782821182398202
2010-04-06,0.02988250375955912,0.011950223193114428
2010-04-07,0.029317963670512863,0.01169342713482046
2010-04-08,0.028746341695672733,0.012563667112928216
2010-04-09,0.030885644237317638,0.01295882087997164
2010-04-12,0.03082340675191026,0.01286892008378374
2010-04-13,0.03090069124875103,0.01297176110563495
2010-04-14,0.030284808821939114,0.012965797803487769
2010-04-15,0.030229928008550414,0.012865822772006177
2010-04-16,0.030246276974240142,0.01293912584894559
2010-04-19,0.030329958772926643,0.014169422450923315
2010-04-20,0.025847345367255924,0.013826793932354491
2010-04-22,0.0256415916493552,0.011621014536804905
2010-04-23,0.02564787272544043,0.011626833671577377
2010-04-26,0.025650282584628533,0.011567893764522906
2010-04-27,0.02558812487710243,0.011328995476750026
2010-04-28,0.025656614140483387,0.011549776592181604
2010-04-29,0.020611453077815776,0.011589233099980532
2010-04-30,0.020595294850904135,0.011516256726401951
2010-05-03,0.020595815482966198,0.011522106140877756
2010-05-04,0.01811073023319457,0.011765863571665279
2010-05-05,0.016741725039518204,0.011781548663582164
2010-05-06,0.014645690136214206,0.011802270623787829
2010-05-07,0.014755768032591418,0.012429291285804488
2010-05-10,0.014562806280323897,0.011443542582067114
2010-05-11,0.0066481010618159595,0.01083901776891574
2010-05-12,0.006636119659968159,0.010782066547017225
2010-05-13,0.006642036548744554,0.010792258689464344
2010-05-14,0.006656384548073583,0.010787600024636173
2010-05-17,0.006810883297788933,0.010936312868362072
2010-05-18,0.009167787114562545,0.014438817851974331
2010-05-19,0.007768845167860227,0.011955898506431481
2010-05-20,0.007792710476878881,0.01198480877658362
2010-05-21,0.007760162068458011,0.01197116045561919
2010-05-24,0.007901134223158362,0.012088572115039066
2010-05-25,0.00800385880923598,0.012305487886694057
2010-05-26,0.007977481572211955,0.012254263892669596
2010-05-27,0.00797529516711473,0.012250583749100286
2010-05-28,0.007946971644697513,0.012196309583733229
2010-05-31,0.008105001762373724,0.012360632434587206
2010-06-01,0.008199231162873643,0.012473966973353784
2010-06-02,0.008999308942691187,0.013796261046100303
2010-06-04,0.009090568694112774,0.013923136685234832
2010-06-07,0.00917565632571781,0.013990239373544777
2010-06-08,0.008547931660069593,0.013038604865141492
2010-06-09,0.008979078534127997,0.0137832101051087
2010-06-10,0.008988915866435795,0.013789867311408167
2010-06-11,0.00900450858390801,0.013835659926718983
2010-06-14,0.009052801045456051,0.013868434462060155
2010-06-15,0.008945109720339985,0.013722953251208809
2010-06-16,0.00890919086600587,0.013702371104406549
2010-06-17,0.005372725418448051,0.008169671408127915
2010-06-18,0.005290968695877216,0.008055534123443692
2010-06-21,0.005247033446219935,0.007896682640700382
2010-06-22,0.0055328242931661584,0.008433033286228696
2010-06-23,0.0055536705386805526,0.008467018467756656
2010-06-24,0.00557727206681525,0.00848739519159447
2010-06-25,0.0054779960139949855,0.008343306457894073
2010-06-28,0.005480980098875618,0.008335125254050505
2010-06-29,0.005377230180111441,0.008187457266304767
2010-06-30,0.005396622832126216,0.0082206116956176
2010-07-01,0.0048096473474627975,0.007327025476552567
2010-07-02,0.003988713665804601,0.005879922818520409
2010-07-05,0.003951532904882825,0.005823058684771456
2010-07-06,0.003953072413803461,0.005847247584477937
2010-07-07,0.006163329613429841,0.009556028338429074
2010-07-08,0.005902255747274361,0.009089794565961576
2010-07-09,0.00581134427986925,0.0089569287354312
2010-07-12,0.005811857571638336,0.008962484458469278
2010-07-13,0.005840391196681977,0.009002155124026004
2010-07-14,0.005845285092076254,0.009008928760458886
2010-07-15,0.005850155216053228,0.00901566597319536
2010-07-16,0.005891186318808399,0.009111748757772497
2010-07-19,0.0061816142405654645,0.009117054086148676
2010-07-20,0.006287026513877751,0.00900942984502942
2010-07-21,0.00631616468117683,0.008638838289514799
2010-07-22,0.006321828926354054,0.008645981604100373
2010-07-23,0.006330712170360287,0.00863872145997028
2010-07-26,0.006447247447738535,0.008754633324378218
2010-07-27,0.006492461022657038,0.008813285694122255
2010-07-28,0.0065002163822974615,0.008825809545942151
2010-07-29,0.006507925948221413,0.00883824960197696
2010-07-30,0.006654649527526216,0.009149342689126202
2010-08-02,0.006612213069945722,0.00912619026735947
2010-08-03,0.006669500549517889,0.009196371813513496
2010-08-04,0.00667989495251389,0.009213125217367328
2010-08-05,0.004690682070085001,0.005226214342682929
2010-08-06,0.005504392438844242,0.006999953421715719
2010-08-09,0.005461155919450169,0.0069307168549578085
2010-08-10,0.005520364196675502,0.007005636093074497
2010-08-11,0.005531528453651077,0.007025010995400363
2010-08-12,0.005542611079485289,0.007044218406820901
2010-08-13,0.0056290195542019784,0.007197118434024928
2010-08-16,0.005563694726874246,0.007032841704086579
2010-08-17,0.005382237840786778,0.007032969653968994
2010-08-18,0.0053004395859106304,0.007017962046359977
2010-08-19,0.006232811860100203,0.007173616805953143
2010-08-20,0.006248191068151523,0.007150566101357538
2010-08-23,0.007139501296987873,0.007281314932280294
2010-08-24,0.00692091761179687,0.007025798971594809
2010-08-25,0.006923677182284112,0.007038433362675986
2010-08-26,0.007134261852848045,0.007198435858825369
2010-08-27,0.007494441540504745,0.007295196370871367
2010-08-30,0.007829361750066679,0.006660693769311146
2010-08-31,0.007818083348080483,0.006682162558761415
2010-09-01,0.007819095954999139,0.006691058383246053
2010-09-02,0.008354587742307894,0.007100946829895044
2010-09-03,0.00878436500381198,0.007242290503503535
2010-09-06,0.008328119278504294,0.005000850962471192
2010-09-08,0.008359012214896678,0.005087053050239151
2010-09-09,0.00838427499179627,0.005962811170745518
2010-09-10,0.009509630498027171,0.00714602571653067
2010-09-13,0.009512495522612081,0.007196907153463502
2010-09-14,0.009937493573740644,0.007688602094119384
2010-09-15,0.010121346765308748,0.007921418403036094
2010-09-16,0.01018040407511087,0.008068880594070816
2010-09-17,0.010181728484900442,0.0080488595143343
2010-09-20,0.00974461096783366,0.00797681075589981
2010-09-21,0.009799480987416016,0.007878955202472232
2010-09-22,0.00885638877248116,0.007387248407482234
2010-09-23,0.00888149326571364,0.007413106272855987
2010-09-24,0.009064974776225513,0.007542000428526137
2010-09-27,0.009038142344804854,0.007526886651406355
2010-09-28,0.008877556241607912,0.007528544880883366
2010-09-29,0.008055795544888625,0.007163813177571665
2010-09-30,0.008323457454261513,0.007383332883192879
2010-10-01,0.0100078578828258,0.008673115280705348
2010-10-04,0.009689586249153614,0.00852594171582982
2010-10-05,0.009593997591511742,0.00866831471750669
2010-10-06,0.009176686551094364,0.008377591225427373
2010-10-07,0.009159234016045384,0.008374439292975721
2010-10-08,0.010374019221881735,0.008654795710758766
2010-10-11,0.009699114986642323,0.008239251656861353
2010-10-13,0.009700094740645284,0.008251748709619793
2010-10-14,0.00936882264801025,0.008062797235680624
2010-10-15,0.00913743691740594,0.007987993251498729
2010-10-18,0.009348396139124464,0.008176438188311092
2010-10-19,0.009450026396498978,0.008281656134751339
2010-10-20,0.009410675945367895,0.008270439206969397
2010-10-21,0.009343645252388122,0.008243344190133452
2010-10-22,0.009468516299049677,0.008407796054765668
2010-10-25,0.0094714180683856,0.008426464173079656
2010-10-26,0.009334491543985812,0.008283668412186123
2010-10-27,0.009324962790916679,0.008309857862493946
2010-10-28,0.009321476435377722,0.00829682420489343
2010-10-29,0.009371032749311215,0.00832681379420049
2010-11-01,0.009209687332278048,0.00844382040415497
2010-11-03,0.008124938815666475,0.0077599591144623965
2010-11-04,0.008109213586288916,0.007796236990640393
2010-11-05,0.007614508370829625,0.007389847522152484
2010-11-08,0.007921082648052687,0.00763172066147497
2010-11-09,0.009493124197727893,0.01002223782427956
2010-11-10,0.008125232354820355,0.009111055416241744
2010-11-11,0.008111892286472243,0.009116449909297575
2010-11-12,0.008326823059812588,0.009326172973429534
2010-11-16,0.008475341091052135,0.009350081634734003
2010-11-17,0.008455748935647994,0.00936624813395955
2010-11-18,0.00933729439058708,0.010681090622331713
2010-11-19,0.010732002051083057,0.012427183167823003
2010-11-22,0.010772316518604786,0.012637129307589751
2010-11-23,0.01077484326770503,0.012623954281794346
2010-11-24,0.01062970380128596,0.012472348976619974
2010-11-25,0.01052516086927427,0.012422583236326444
2010-11-26,0.010754382674495879,0.012697030636628966
2010-11-29,0.010939005260863808,0.012699109608158753
2010-11-30,0.010960921338470752,0.012711012987719827
2010-12-01,0.011051126670543828,0.012861688673769326
2010-12-02,0.01108900037438492,0.012929526129783079
2010-12-03,0.010395530307244383,0.012219348395136923
2010-12-06,0.010612656714110632,0.012264828037844056
2010-12-07,0.010636221334625823,0.012282918520790883
2010-12-08,0.01027429805466237,0.011998946793617174
2010-12-09,0.009224529375800991,0.010684964771225026
2010-12-10,0.009114184424626968,0.010661109496729661
2010-12-13,0.00914716117552424,0.010608920172434118
2010-12-14,0.009105122882491993,0.010671172864965271
2010-12-15,0.00895820901719335,0.010696687460259672
2010-12-16,0.008941971618773324,0.010692250891971442
2010-12-17,0.008495862098840052,0.010639739400307232
2010-12-20,0.006923422323300089,0.009996645886962119
2010-12-21,0.007072822522794665,0.010150126877168939
2010-12-22,0.0071083291327619326,0.010204613305246161
2010-12-23,0.007121855531317008,0.01021130850214311
2010-12-24,0.007349016800827963,0.010579969063233973
2010-12-27,0.0065196497191350655,0.009784342134757821
2010-12-28,0.0064061433078083495,0.009790465540849733
2010-12-29,0.006422056520679258,0.00981449309462774
2010-12-30,0.006427339946135268,0.009813357293418262
2010-12-31,0.0064378672676905346,0.009824674870122277
2011-01-03,0.006444912488063555,0.009793160101859637
2011-01-04,0.006257921641431068,0.009800205937128057
2011-01-05,0.006249719698118311,0.009847026768061805
2011-01-06,0.006240488549291994,0.009891162018871275
2011-01-07,0.006262638361140207,0.00987678687410908
2011-01-10,0.006246923951480902,0.009843687541736463
2011-01-11,0.006853640526049374,0.010553853234305613
2011-01-12,0.00667065314219537,0.010378281671387215
2011-01-13,0.006643095039467338,0.010404062053213228
2011-01-14,0.007665595359865028,0.011727567678589705
2011-01-17,0.007911001208476404,0.011998052797583697
2011-01-18,0.007918048484117077,0.011223810373413488
2011-01-19,0.007645322428321754,0.010953635077546457
2011-01-20,0.019253978294888684,0.010913924757701116
2011-01-21,0.021305395575875487,0.010856127826183786
2011-01-24,0.021894886962351878,0.010459310415204537
2011-01-25,0.02179010169024322,0.010574728687177406
2011-01-26,0.02176441528037196,0.010624967311307482
2011-01-27,0.03217765767811988,0.01221733492479391
2011-01-28,0.03211593880030098,0.01457910001301321
2011-01-31,0.03192010146014245,0.01461419426090382
2011-02-01,0.03199642693748143,0.014721011246309552
2011-02-02,0.034421760922008084,0.014994767152945036
2011-02-03,0.03686558520738195,0.014937596243114899
2011-02-04,0.036787601940489904,0.01483361399495378
2011-02-07,0.037411600710743724,0.015246589730409358
2011-02-08,0.038298137504259706,0.01635595341433511
2011-02-09,0.04082175901368334,0.017066274964587454
2011-02-10,0.04076193629405577,0.01695840668956289
2011-02-11,0.040624222313298076,0.01701463166586857
2011-02-14,0.040641205278308314,0.016445122366765232
2011-02-15,0.04067428783458961,0.015744667992426034
2011-02-16,0.040725988919380125,0.015578834673270018
2011-02-17,0.040577523287226205,0.01591673596024307
2011-02-18,0.0374772324932557,0.01599847679113802
2011-02-21,0.036097274163117234,0.016132362090825043
2011-02-22,0.035979742712284934,0.01617447516475473
2011-02-23,0.03602722491644209,0.016043895795261644
2011-02-24,0.03603687071266097,0.016041891351943317
2011-02-25,0.02682882411961897,0.015002693673592773
2011-02-28,0.026502123482350967,0.012393011585858114
2011-03-01,0.0265088275392671,0.011979646661902292
2011-03-02,0.026511436100659466,0.011980177758591353
2011-03-03,0.024068093720089192,0.012077046060731185
2011-03-04,0.020717600632602914,0.012244938084996812
2011-03-09,0.0208375573401811,0.01197634792314825
2011-03-10,0.01933233401082747,0.011828676612953549
2011-03-11,0.017881195748615672,0.009186637655763162
2011-03-14,0.009172361182642693,0.00872422127446637
2011-03-15,0.009236811919658838,0.008636326737257205
2011-03-16,0.009015028014467737,0.007485924937925908
2011-03-17,0.008979597291112449,0.006537503620853856
2011-03-18,0.008756818639938484,0.010397408532151766
2011-03-21,0.007704714457616474,0.01060228190192777
2011-03-22,0.023366677597400003,0.011919678195767829
2011-03-23,0.023365293310880313,0.011867230423670466
2011-03-24,0.02323357353639432,0.011717648349911635
2011-03-25,0.023241070900798484,0.011719071344088885
2011-03-28,0.023697499653404046,0.011857838307598224
2011-03-29,0.02365856498416051,0.011818809759720925
2011-03-30,0.023600935582512285,0.011826766508626485
2011-03-31,0.0276679041752986,0.011667272183161635
2011-04-01,0.027679280564664132,0.011663573176761999
2011-04-04,0.02782683902130366,0.011760186982026431
2011-04-05,0.028022899251433538,0.011601866389333576
2011-04-06,0.027836717902647617,0.011953450767765387
2011-04-07,0.030117730748884464,0.024406316406501396
2011-04-08,0.029957496699826863,0.02430282849961459
2011-04-11,0.03018273731116399,0.02442323797248834
2011-04-12,0.02994687512458836,0.024082510923239833
2011-04-13,0.029885718387822568,0.023981561872255388
2011-04-14,0.029909701647173513,0.023995201674046954
2011-04-15,0.02993151303544536,0.024005889262168442
2011-04-18,0.02994640404446875,0.023299055575718795
2011-04-19,0.029988624218067868,0.023290077492332403
2011-04-20,0.021628231020430325,0.02290957276889924
2011-04-25,0.021862279085461473,0.022975570375482323
2011-04-26,0.021873366948881597,0.022983850624858422
2011-04-27,0.021884729709125698,0.02299396554197098
2011-04-28,0.021453335481596163,0.02292062932990502
2011-04-29,0.021522945308718927,0.023001966365496108
2011-05-02,0.021551534866671253,0.022917842288877506
2011-05-03,0.015043955709067356,0.023115451054555747
2011-05-04,0.015015793059033507,0.0230577943184391
2011-05-05,0.014896878831084407,0.02299374050176235
2011-05-06,0.01603980641971245,0.024878208995464286
2011-05-09,0.016091813959844638,0.024875158395568163
2011-05-10,0.0069362195871590865,0.01079919127177978
2011-05-11,0.006474778396814757,0.010152883327841051
2011-05-12,0.006469451010206905,0.010149294467850269
2011-05-13,0.00646911890686962,0.010149245636425733
2011-05-16,0.006411516427441127,0.010088839984117401
2011-05-17,0.006344417244192686,0.010026939893026757
2011-05-18,0.006351515357551969,0.010057359283106295
2011-05-19,0.009476642278675411,0.009603778219465814
2011-05-20,0.011438377388911944,0.009286156152502202
2011-05-23,0.011546215824211456,0.009276569626413125
2011-05-24,0.011461240888489639,0.009270374925062677
2011-05-25,0.011480656926475225,0.00910552584885977
2011-05-26,0.011574150070731763,0.009175293281580071
2011-05-27,0.011597749516900825,0.009146835798154021
2011-05-30,0.011773216575603124,0.00916230067326949
2011-05-31,0.011739923658025276,0.008621165371483292
2011-06-01,0.011718479742672375,0.008682730032120166
2011-06-02,0.01171467608368714,0.008684676451723114
2011-06-03,0.011729464607792402,0.0086380470900233
2011-06-06,0.010539011478734412,0.004677021584603309
2011-06-07,0.010393116470287235,0.004559611113164568
2011-06-08,0.010295122970379085,0.004225259784255271
2011-06-09,0.010312694970716171,0.0038994924644959977
2011-06-10,0.011288484911753426,0.004303389814668537
2011-06-13,0.013289323111259417,0.004857353026720455
2011-06-14,0.013286662403551749,0.004911652659727824
2011-06-15,0.01327493576349746,0.00515051707510757
2011-06-16,0.01324980134041684,0.0051492907275988535
2011-06-17,0.0165347984914006,0.006035874019631782
2011-06-20,0.015270842464196901,0.005861501057323812
2011-06-21,0.017435277653685015,0.0064561979154543715
2011-06-22,0.018102604319418188,0.006758643952703336
2011-06-24,0.01886321691238803,0.0068521732433681525
2011-06-27,0.019295873671436096,0.006768590157235019
2011-06-28,0.0192961431540212,0.006764926395141799
2011-06-29,0.0192202614100387,0.006613321399361237
2011-06-30,0.019698536967444908,0.006694625215061583
2011-07-01,0.01969906974346515,0.006697123344628596
2011-07-04,0.024428427349168603,0.008430485570871157
2011-07-05,0.02441592156438355,0.008481131785565461
2011-07-06,0.024398200776480257,0.008550332283825353
2011-07-07,0.024349896225050523,0.012027927310658158
2011-07-08,0.0250828173297302,0.012258968168062191
2011-07-11,0.02514548550140341,0.012237523539685491
2011-07-12,0.02478612512297438,0.01222767163776735
2011-07-13,0.023658742170865082,0.011699693677389374
2011-07-14,0.02366092914829913,0.011699508408872258
2011-07-15,0.023674668467623013,0.011709995559291211
2011-07-18,0.023726390984817877,0.011710555545633314
2011-07-19,0.02059600679953926,0.01157590246961532
2011-07-20,0.020571789712652385,0.011589400277303166
2011-07-21,0.02180827781268491,0.011938627910814726
2011-07-22,0.02146453930139379,0.011918219071990012
2011-07-25,0.020661148489440975,0.011720596777053355
2011-07-26,0.019931635278321785,0.01145095356131646
2011-07-27,0.019936649726763022,0.011448858135933042
2011-07-28,0.019923847086075815,0.01130926337486291
2011-07-29,0.018940309207165114,0.011197281085890924
2011-08-01,0.019141867561089956,0.011272444753399011
2011-08-02,0.014039843829145264,0.010583634435197723
2011-08-03,0.014043132140689384,0.010888283058364067
2011-08-04,0.014698923734653197,0.010888288522360585
2011-08-05,0.015113675613512245,0.00763653585517039
2011-08-08,0.013777525523440352,0.0071109484416569625
2011-08-09,0.014173833773069867,0.007090362816352323
2011-08-10,0.014269962415783245,0.007120004385307627
2011-08-11,0.01449258633217635,0.007142074065103241
2011-08-12,0.01512511084947386,0.0074936888861592875
2011-08-15,0.016089107189232447,0.008048151580452486
2011-08-16,0.016086734620012585,0.008050058696492663
2011-08-17,0.01609135636603706,0.008044313340005414
2011-08-18,0.016169253389379242,0.008327217820098511
2011-08-19,0.009952213129108654,0.006004880706943553
2011-08-22,0.009852637457363065,0.005865919965466922
2011-08-23,0.009950152392520447,0.005898561963366637
2011-08-24,0.01019497612964715,0.00603937048682514
2011-08-25,0.010197257833664427,0.006034600468347535
2011-08-26,0.009807408282471668,0.006041646390071825
2011-08-29,0.009330451738516068,0.006023006885540683
2011-08-30,0.009388437740404066,0.006040243399717286
2011-08-31,0.009391202424375548,0.006034548575017437
2011-09-01,0.026368098066734957,0.007287962580433561
2011-09-02,0.030024565020989904,0.007417842763456937
2011-09-05,0.02988921068801614,0.0068980559694817
2011-09-06,0.0342316278500085,0.008137801524178142
2011-09-08,0.038974632073460164,0.011348301080766884
2011-09-09,0.03978277160647839,0.012472312585388001
2011-09-12,0.039286958462417046,0.0130883753122201
2011-09-13,0.03845893281734593,0.012946845875279327
2011-09-14,0.03706110067898825,0.012894481062385495
2011-09-15,0.037035621764055573,0.012897192354912134
2011-09-16,0.03678912976647778,0.013034593845486116
2011-09-19,0.03673254012213516,0.013291165076130294
2011-09-20,0.03665222853577299,0.013238632846747318
2011-09-21,0.036518257053317495,0.013223462444654098
2011-09-22,0.03611215313741758,0.013107352563237413
2011-09-23,0.03622143865566029,0.01311466019418519
2011-09-26,0.036297183060770455,0.013097345485529007
2011-09-27,0.03651899180008281,0.013079780286969133
2011-09-28,0.03652581930200922,0.013092422700779188
2011-09-29,0.03638259460996069,0.013090677287276878
2011-09-30,0.03640218627142679,0.013080679983196536
2011-10-03,0.031160972631410995,0.01265954052084348
2011-10-04,0.029113067653893786,0.012712797297374746
2011-10-05,0.028950903008171058,0.012688323669207467
2011-10-06,0.02453596802455217,0.011550724333852019
2011-10-07,0.02235562096628963,0.007455683810792387
2011-10-10,0.020987827057810843,0.007878501826460578
2011-10-11,0.020892635938873482,0.007340730115037111
2011-10-13,0.021263504635779067,0.007539880468082642
2011-10-14,0.02110543947849921,0.007101254866337443
2011-10-17,0.021191078499506782,0.0071095439001308556
2011-10-18,0.021148108516517,0.0070250632137963415
2011-10-19,0.02181504932794521,0.0076323204415779155
2011-10-20,0.021842115177458904,0.007621381831772054
2011-10-21,0.021843038034261814,0.00762196864848983
2011-10-24,0.021998958491937313,0.007623021793277092
2011-10-25,0.02218642461281142,0.007712649716809774
2011-10-26,0.02271781154407408,0.007906030365066936
2011-10-27,0.022718246731734795,0.007907407788981925
2011-10-28,0.022711821905415538,0.007922980301035821
2011-10-31,0.023743181195763272,0.008980303184620212
2011-11-01,0.023733852034006804,0.009003988744446799
2011-11-03,0.023638134244606895,0.009009665168385158
2011-11-04,0.02718806349580443,0.009131527092764274
2011-11-07,0.028917423719212337,0.011494222343210384
2011-11-08,0.029453622324619712,0.011460220370108229
2011-11-09,0.02336038824778558,0.010560790130048318
2011-11-10,0.02153612533897284,0.010214829541555701
2011-11-11,0.021515866493428248,0.010021800594475393
2011-11-14,0.02200060805446564,0.01307437286595442
2011-11-16,0.022497745079989046,0.014309113053146897
2011-11-17,0.025814118055641346,0.017540724154552757
2011-11-18,0.025756015109417683,0.01896509861606033
2011-11-21,0.03417650157939674,0.022931558837258417
2011-11-22,0.034155503287032575,0.022932250944110843
2011-11-23,0.0341409160017886,0.02310832020726153
2011-11-24,0.03403861752521438,0.023107714355901296
2011-11-25,0.03391528055916853,0.023303942537060265
2011-11-28,0.03363166411817262,0.02310582187427209
2011-11-29,0.03557933523788644,0.025597215709577615
2011-11-30,0.03592681571563386,0.02607989580780621
2011-12-01,0.03514690739525719,0.025907705586657524
2011-12-02,0.03516339246403795,0.025859471125570185
2011-12-05,0.03536261786491217,0.025914251101089594
2011-12-06,0.03314084120481136,0.025795376713199293
2011-12-07,0.03125272103390133,0.025130164149377406
2011-12-08,0.030272742881442858,0.025127351131763804
2011-12-09,0.030270671768789573,0.025127993525899988
2011-12-12,0.030416509992886843,0.025173993291553072
2011-12-13,0.0304277187266931,0.025198862158373022
2011-12-14,0.029708711289167113,0.023942921261574494
2011-12-15,0.029526312769812765,0.02303179176121352
2011-12-16,0.026996556159176243,0.020183741838383097
2011-12-19,0.028122142097786188,0.02267812878704418
2011-12-20,0.015219206652390517,0.01889409804363168
